Nombre,Tipo,Latitud,Longitud,Elevacion,Municipio,Departamento,X,Y,Z,Entidad,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05
TIBACUY [21190030],Pluviográfica,4.348055556,-74.45447222,1635,Tibacuy,Cundinamarca,1704883.433261327,-6128695.967588263,483682.6263426621,IDEAM,"37,3","186,2","110,9","89,5","71,7","51,9","96,4","35,3","52,1",136,"172,8","69,8","46,4","231,5","207,6",156,"229,2","126,9","17,4","137,2","35,6","129,8",99,"89,6","85,1","147,4","108,1","370,1","104,7","130,9","57,7","37,2","76,4","117,1","181,8",74,"213,3","57,2","253,3","228,4","106,8",7,"20,8","17,5",35,"119,6","133,1","115,3","26,9","96,1","73,5","104,3","101,9","72,1","38,5","21,4","58,9","157,8","202,4","57,1","35,9","101,7","156,5","238,9","84,4"
CABRERA [21190090],Pluviométrica,3.986972222,-74.48355556,1900,Cabrera,Cundinamarca,1702624.6504292206,-6132630.676606337,443601.5298727708,IDEAM,8,"44,5","67,7","68,8","58,1","106,1","88,7","68,9",60,"87,9",139,80,"16,1","110,1","147,6","168,8","107,3",94,"35,3",78,"62,7","159,2","95,7","41,7","42,6","96,9","78,4","166,9","120,7","150,9","102,6","60,8","98,7","187,1","142,3","46,4","120,3","101,2","142,3","94,6","81,6","41,1",54,"81,6","66,5","131,2","99,9","55,8","14,5","21,2",0,0,0,0,"56,5","57,1","23,9","115,4","84,1","21,4",0,0,0,0,0
NILO [21190210],Pluviométrica,4.305888889,-74.64866667,322,Nilo,Cundinamarca,1683848.6541906253,-6133518.195339383,478902.2542501622,IDEAM,12,47,148,"106,2",93,134,"135,7",93,64,114,101,15,7,180,314,282,320,358,47,180,67,210,180,196,42,225,0,0,0,313,0,0,0,203,173,37,391,179,511,490,255,31,62,32,76,0,105,144,11,17,92,201,"34,8",96,62,30,110,110,195,13,41,170,331,289,0
OSPINA PEREZ [21190240],Pluviométrica,4.081611111,-74.48872222,1450,Venecia,Cundinamarca,1701753.3221655658,-6131637.274254753,454081.672890038,IDEAM,50,83,"137,4","111,7","119,7","91,9","127,6","97,6","63,9","103,7",197,"124,1","38,2","156,6","347,8","232,8","226,7","165,4","100,4","108,4","116,1","221,1","114,7","87,5","78,2","122,1","222,2","209,6","204,2","140,7","110,9","110,3","134,1","321,8","90,7","224,9","206,4","155,5","283,8",199,"151,1","61,9","84,3","96,5","69,3",272,"111,3","93,6","3,3","33,1","116,4","122,1","125,8","149,2",79,"63,8",0,0,0,0,0,0,0,0,0
SAN JUAN [21190270],Pluviométrica,4.031027778,-74.31116667,2900,"Bogotá, D.C",Bogotá,1721245.4909271344,-6128110.315294734,448565.52339547966,IDEAM,"7,8","29,9","44,5","15,3","55,1","61,5","63,6","43,9","30,1","20,7","52,4","38,2","18,6","49,2","70,1","58,4","70,2","39,8","33,3","26,3","32,7","56,2","34,7","14,7","7,3","31,4","49,7","38,5","68,7","68,8","34,8","25,2","32,7","51,5","64,9",8,"20,8","17,3","47,3","32,7","15,7",10,"15,7","15,3","50,6","17,7","27,2","6,7",0,"15,8","7,2","29,4","49,8","29,7","16,3","9,8","16,5","33,4","55,7","10,3","11,3","38,9","47,7","45,7","41,7"
EL PINAR [21190310],Pluviométrica,4.387972222,-74.32991667,1900,Fusagasugá,Cundinamarca,1718182.5277948251,-6124903.705141826,488134.63157085574,IDEAM,"124,7",111,"155,4","146,7","107,1","80,5","85,8",122,"84,1","149,8","199,3","85,5","45,3","239,1","290,1","155,5","250,7","142,4","86,7","149,3","93,3","206,4","218,6","140,8","217,7","252,8","105,5","353,2","174,9","310,5","75,8","97,5","161,8","274,9","376,7","170,4","266,8",67,"290,4","237,6","93,4","33,2","52,7","53,5","109,7","248,3","78,2","89,4",81,"177,1","48,8","214,2","114,7","92,8","58,9","46,8","92,7","188,3","451,4","164,7","32,1",293,"294,8","244,7","99,1"
NUÑEZ [21190330],Pluviométrica,3.905861111,-74.50969444,1950,Cabrera,Cundinamarca,1700006.0481256905,-6134053.893636968,434594.41925255297,IDEAM,"26,1","74,1","145,3","113,8","98,4","142,8","157,5","79,1","106,5",0,0,"86,8","33,2","260,3","262,3","268,1","213,5","190,4","104,8","183,7","107,5","462,8","322,3","68,8","65,2","144,1",58,"208,7",176,"290,2","158,4","84,7","128,7","238,5","130,6","52,6","157,6","101,2","266,6",115,"185,8",0,"85,3","76,9","104,5","219,5","156,2","122,6","1,5","46,8","49,2","145,8","158,1","179,8","109,1","69,3","44,3","233,3","204,9","52,4",0,0,0,0,0
EL TULCAN [21190350],Pluviométrica,4.152472222,-74.35975,2700,San Bernardo,Cundinamarca,1715734.6488426744,-6128446.188020257,462041.8381904977,IDEAM,"40,5","57,4",62,"38,7","93,2","99,3","123,8","58,4","47,3","64,3","143,8","22,3","8,1","118,9","163,2","122,1","91,3","107,7","66,4","161,2",85,"137,6","70,4","34,5","35,5","95,4","106,7","177,7","116,4","173,1","103,4",16,"91,7","159,9","150,3","72,1","86,4","15,4","127,1","103,7","84,8","27,5","31,3","23,7","10,5",55,"88,8","56,6","1,2","74,2","32,5","54,8","128,8","99,5","47,6","49,5","51,6","108,6","199,6","28,7",11,"124,8","139,9","133,2","115,9"
BATAN [21190460],Pluviométrica,4.35,-74.4,2240,Pasca,Cundinamarca,1710867.1457943367,-6127637.55316708,483944.4014211206,IDEAM,"54,8",43,"73,7","53,1","111,8",84,"126,3",76,"87,3","106,7","183,2","39,8","47,3","161,5","239,9","132,7","142,2","119,3","61,7","180,2","70,7","168,8","119,6","54,4","44,5","113,8","139,7","222,3","152,4","162,9","120,9","74,4","131,5","251,9","227,5",59,"119,8","85,1","230,3","161,6",108,"57,4","62,9","30,9","89,8","130,5","92,4","119,5","3,6","57,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANDI [21195060],Climática Ordinaria,4.192722222,-74.48741667,950,Pandi,Cundinamarca,1701520.9598398537,-6130257.968693334,466384.51582625805,IDEAM,"91,2","113,3","87,9","141,5",111,"81,3","84,7",73,"44,4","73,9","177,5","72,6","21,5","108,4","183,5","84,9","119,2","145,6",63,"101,8",153,"149,7","60,5","83,6","91,5","135,5","88,4","277,5","182,6","180,7","83,5","74,2","159,4","216,4","255,2","55,4","210,9","90,6","315,4","264,9","150,7",25,"45,3","31,7","11,9","150,1","110,8","77,6","10,2","70,5","82,7","231,2","72,7","101,9","61,7","32,7","69,7","190,3",269,45,0,"131,1","241,5","285,5","107,5"
PEÑAS BLANCAS [21195110],Climática Ordinaria,3.964722222,-74.44375,250,Cabrera,Cundinamarca,1706489.43660849,-6130026.059531403,441015.81243709254,IDEAM,"21,9","97,5","108,5","81,3","95,2","136,5",91,"50,5","86,6","127,5","157,7","138,2",9,"105,2","194,2","202,3",140,"127,6","24,3","59,7","87,7","164,7","151,7",30,33,"74,7","149,5","213,7",0,"164,7","114,5","60,7","97,9","162,5","226,9","85,1","168,9","61,5","222,8","115,7","106,9","46,5","54,4","45,6","46,9","99,4","71,9","52,2",8,"15,5","32,1","124,8","135,5",0,0,0,0,0,0,0,0,0,0,0,0
ITA VALSALICE [21195120],Climática Principal,4.39292,-74.39272,1421,Silvania,Cundinamarca,1711327.9976502012,-6126282.7632299615,488647.27338944253,IDEAM,"54,4","109,1",216,"149,9","92,6","72,1","133,5","65,1","53,3","128,7","143,1",99,"57,4","220,6",205,"143,8","202,8",141,"60,1","153,4","60,8","167,8","123,8","110,9","109,3","151,8","140,2","268,1","144,5","205,5","121,8","68,1","98,5","202,2","162,6","112,8","176,1","62,9","244,6","139,8",53,"29,2",56,"27,8","49,7",195,"127,4","196,9",8,"69,2",70,"202,7","117,1","90,2","48,6","17,6","64,6","150,8","199,4","65,3","36,2",108,251,"215,2","82,2"
PASCA [21195190],Agrometeorológica,4.307188889,-74.308398889,2187,Pasca,Cundinamarca,1720744.484562825,-6125190.023826807,479186.6368826633,IDEAM,"53,2","23,6","77,2","74,5","64,6","65,7","97,9","77,9",0,0,"131,5","61,3","14,3","156,4","241,7","86,7",97,70,"45,6","118,9","48,1","167,1","76,2","33,7","48,8","183,6","71,2","199,3","90,3","85,9","60,7","54,6","88,5","176,5","118,5","37,3","109,6","34,5","172,7",80,"72,7","19,9","37,9","29,2","89,5","75,2","70,9","126,5","1,1","47,3",60,"83,6","91,3","69,3","69,5","26,8","55,1","104,1","116,9","12,5",31,"85,3","135,9","175,5","79,9"
PANONIA [21200160],Pluviométrica,5.057972222,-73.73433333,2800,Chocontá,Cundinamarca,1780286.7821642482,-6101676.3922855025,562566.4700976417,IDEAM,"31,9","46,2","82,6","61,6","119,8","144,1","166,1","79,3","77,1","63,1","185,1","23,9","11,8","63,4","177,6","125,8","186,1","175,1","205,4","203,3","128,8","185,3","99,8","5,7","4,8","85,7","85,2","143,1","162,3","155,7","172,9",154,"132,7","162,8","244,6","15,6","77,1","17,7","181,1",204,"151,1","212,6",283,"135,5","86,7","61,4",104,"42,1",0,"60,2","75,3","110,8","186,1","214,7",194,"87,8","116,2","86,9","236,4",9,"13,7","35,5","77,7","138,1","175,4"
PISCIS [21200620],Pluviométrica,5.079166667,-73.69686111,2820,Chocontá,Cundinamarca,1784224.0330044592,-6100329.725843673,564919.400384271,IDEAM,"64,9","35,1","42,8","32,1","118,6","161,7","193,9","100,6","65,8","66,6","164,2","7,7","3,8","37,7","111,7","117,8","157,7","128,7","202,4","114,3","80,5","129,8","70,4","0,2",4,"31,9","41,2",124,"162,1",166,"150,6","150,1","103,1","126,8",142,"15,8",37,8,105,"152,8","134,2",233,"249,4","118,5","64,6","34,4","69,7","26,8",0,50,"50,7","91,4","211,5","218,5","200,4","91,4",59,"84,3",133,"6,8","7,3","14,8","96,7","123,4","169,1"
POTRERO LARGO [21200780],Pluviométrica,4.929222222,-73.78047222,2780,Guatavita,Cundinamarca,1775715.726512406,-6104287.326902987,548280.5080043556,IDEAM,"34,3","52,8",162,"84,2","165,9","172,1","133,2","36,9","67,8","65,6",114,"20,7",47,"131,3","161,7","107,7","174,4","128,3","235,8","138,5","68,3","161,5","61,8","41,2",15,"64,2","48,4","71,7","170,3","131,2","130,7","197,4",65,"105,7","162,4","58,9","64,1","20,4","251,4","159,9","111,9","134,3","273,3","148,1","75,5",76,"100,6","54,4","1,9",0,"46,7","105,5","187,4","104,2","152,3","38,8",0,0,0,0,0,0,0,0,0
LOURDES [21201050],Pluviométrica,4.982888889,-73.86466667,2750,Gachancipá,Cundinamarca,1766591.942666985,-6106365.3862755345,554232.3037945974,IDEAM,"109,3","91,9",130,"71,6",59,"119,5","60,6","34,1",91,"41,5","262,1","15,9","18,2","51,8","133,9",92,105,"156,1","88,9",90,"67,5","189,9","82,3",0,22,"59,5","107,7","140,7","69,9","142,8","109,4","71,6","106,9","151,1","164,3","23,4","120,7",32,"289,6",109,"127,8",62,"71,4","62,3",28,"70,7","92,7","42,8",0,"26,5","32,5","140,2","147,4",60,"50,1",0,0,0,0,0,0,"102,9",0,0,0
PANTANO REDONDO 1 [21201060],Pluviográfica,5.04325,-74.03338889,3160,Zipaquirá,Cundinamarca,1748553.3007558275,-6111368.995855957,560964.8938761965,IDEAM,36,"65,4","143,5",72,111,"142,3","134,8","57,2","128,4","76,5","206,9","40,2","15,1","66,9",143,74,"198,5","91,2","143,3","129,7","108,7","171,4","168,8","45,1","34,2","112,1",114,114,"141,1","227,7","144,7","133,1","159,5",315,"147,7","34,1","97,2","81,3","133,7","91,1","82,6","95,2","83,9","68,9","91,8","124,7","105,8","67,9","46,5","25,2","38,8","145,8","171,9","183,8","103,5","31,4",0,0,0,"24,8","23,7","89,1","95,8",0,0
EL CORAZON [21201070],Pluviométrica,4.865361111,-74.28941667,2845,Facatativá,Cundinamarca,1721605.4301005178,-6120466.367910658,541199.9034037867,IDEAM,"41,2","22,4","72,3","48,9","45,7","40,9","64,3","58,5","58,9","59,1","55,3","12,9","28,9","63,6","127,6","99,7","105,6","96,5","34,7","83,6","94,2",152,82,"62,7","33,6","121,2","22,6","94,5","144,3","244,7","55,3","63,2","58,3","159,6","236,6","56,9","76,7","24,1","225,3","177,8","59,8",0,"70,9","47,8","30,7","58,2","71,2","73,4","9,8","25,1","33,5","113,3","200,2","125,9","51,9","5,2","21,5","103,3","99,7","20,1","32,6","78,7",0,0,0
VIOTA [21201090],Pluviométrica,4.442694444,-74.54225,567,Viotá,Cundinamarca,1694993.1593897734,-6129496.008429792,494106.7521087603,IDEAM,"20,3",88,"169,4",0,0,0,"136,5","79,3","27,9","92,7","180,9","116,4","97,2","174,1","302,2","89,8","191,2","158,6","39,7",121,"85,1","163,6","79,8","231,2","102,4",105,"54,3",335,"200,4","135,2","77,2","30,9","196,5","108,7","292,8","106,6","217,3","139,2","298,6","214,5","198,7",0,0,0,0,0,0,"160,8","32,6","43,1","191,2","238,8",0,0,0,0,0,0,0,0,0,0,0,0,0
TOCAIMA [21201100],Pluviométrica,4.466666667,-74.65,490,Tocaima,Cundinamarca,1683387.892789051,-6132398.837671198,496761.5048365235,IDEAM,"18,1","69,9","92,1","57,4","46,7","128,4","60,8","55,1",32,"72,9","173,2","61,5","24,2","169,7","161,3","135,1","173,5","259,1","69,2","145,5","33,8","201,9","99,3","79,9",47,"258,1","79,7","376,8","208,5","178,9","53,9","20,4","101,7",109,"156,1","20,5","93,6",78,"185,6","167,1","145,2","23,5","7,5","86,3","37,7","109,7","40,8","88,8","44,2","27,1",0,0,0,0,0,0,0,0,0,0,0,0,"267,9",0,0
LA ESPERANZA [21201140],Pluviométrica,4.802166667,-74.17997222,2555,Tenjo,Cundinamarca,1733376.2827984295,-6117459.202192198,534162.7493482403,IDEAM,"4,8","1,3","6,1","10,6",0,0,0,0,0,93,"79,2",9,"0,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,1","70,6","52,4",107,"51,8","46,4","2,5",22,"7,5","59,6","109,3","82,5","41,7","11,9","26,2","77,9","98,6","23,5","0,5","123,5",0,0,0
GUANQUICA [21201180],Pluviométrica,5.184277778,-73.941111111,3,Tausa,Cundinamarca,1757136.6885514848,-6104178.158774816,576324.018613657,IDEAM,"68,2","70,8","56,5","39,9","57,2","68,8","52,3","40,8","65,4","26,9","242,4","45,4",3,15,"88,3","37,7","293,6","117,4","109,1","112,2","39,5","160,2","85,4","8,5","29,7","64,9","103,2","161,5","156,1","151,2","38,7","74,5","98,3",195,161,"27,5","89,8","46,3","62,1","79,1","87,8",66,"58,8",25,10,"44,9","44,9","14,1",0,"13,4","30,7","97,7",51,"99,2","28,1","23,4","60,2","146,4","148,4","9,3",0,0,0,0,0
LAGUNITAS [21201190],Pluviométrica,5.214527778,-73.90725,3100,Tausa,Cundinamarca,1761514.2019266495,-6105808.768527041,579959.0486368181,IDEAM,"72,1","78,3","46,5","50,5","51,5","67,6","39,9",63,79,"34,3","229,8","86,9","4,9","32,6","62,7","89,8","166,6","85,1","50,1","69,5","27,7","144,6","94,8","5,7","13,7","56,5","73,1","143,9","106,7","219,8","44,9","75,8","125,1","147,4","78,2","77,3","94,1","21,9","67,9","154,5","75,4","36,8","89,6","40,9","18,7","92,1","90,5",59,"45,5","47,4","51,7","80,5",54,"91,6","39,7","31,1",75,"98,1","255,3",0,0,0,0,0,0
EL HATO [21201210],Pluviométrica,4.866388889,-74.15386111,2575,Tenjo,Cundinamarca,1736004.8434105478,-6116107.9682918005,541291.0488307058,IDEAM,0,0,0,0,0,0,105,62,0,0,"140,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,9","155,3","71,1",0,0,0,0,0,0,0,0,0,0,0,0,"16,8",0,0,0,0,0,0,0,"199,3","124,7",0,0,0,0,0,0,0,0,0,0,0,0
ENMANUEL D' ALZON [21201230],Pluviométrica,4.701125,-74.07030556,2520,"Bogotá, D.C",Bogotá,1745328.440386607,-6114993.016424227,522946.14770732395,IDEAM,"34,6","56,1","109,2","89,8","80,2","74,2","90,4","32,1","121,8",19,"197,6","108,1","4,9","73,6","123,7",134,"158,2","164,8","46,3","90,3","78,5","173,4","194,6","49,4","35,5",0,"122,2","173,8",118,"196,3","75,8","41,8","57,4","249,3","187,4","48,1","135,9",71,"111,3",92,"144,1","15,5",0,0,0,"74,5","51,4","23,6",0,"40,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTA MARIA DE USME [21201240],Pluviométrica,4.481305556,-74.12627778,2800,"Bogotá, D.C",Bogotá,1739966.1884568697,-6118848.400584222,498566.7461004639,IDEAM,"34,2","27,1","38,7","68,7","60,7","114,4","118,6","41,4","53,2","20,7","160,5","14,2","1,8","44,9","98,2","57,7","92,8","79,8","47,7","96,6","22,1","78,8","44,5","5,7","0,6","49,3",40,"54,3","59,5","58,4","86,5","44,4","45,6","112,1","127,4","18,4","57,3","9,2","176,8","81,2","68,8","38,1","118,1","63,7","46,5","58,9","49,9","26,5",1,"31,8","27,3","55,6","97,9","62,4","73,3","29,1","53,8","103,2","97,4","2,1",29,"62,6","95,2","83,9","100,2"
AUSTRALIA [21201300],Pluviométrica,4.39425,-74.132,3050,"Bogotá, D.C",Bogotá,1739628.3516142827,-6119983.505664586,488919.7383488471,IDEAM,"34,6","40,4",72,"59,9","128,8","162,6","194,5","73,8","179,1","24,7","194,2","26,1","8,7","33,4","134,5","169,7","233,5","187,6","169,8",258,"73,3","181,5","98,8","9,4","16,4","71,8","67,2","219,9","241,1","185,5","220,4","115,3","144,5","134,8","118,2","7,9","90,8","7,8","106,5","76,4","117,4","77,9","172,7","81,6","20,6",31,"73,9","32,4","5,9","50,6","12,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
PREVENTORIO INFANT [21201310],Pluviométrica,4.465444444,-74.2675,2650,Sibaté,Cundinamarca,1724876.0338070379,-6123107.135699239,496794.0232705996,IDEAM,"23,3","74,5",113,"25,8","79,9",37,"49,3","46,1","45,6","10,6","123,1","7,7","18,5","82,2","158,3","9,8","70,9","127,9","98,8","133,9","34,3","22,8","24,5",0,0,0,0,0,0,0,"51,3","47,2","58,7","144,3","86,5","17,9","62,9","38,7","93,1","75,2","49,1",23,"52,3","30,5","51,4",65,"46,8","54,6","9,8","58,6","42,8","92,4","93,8","45,6","44,1","23,3","68,4",0,0,0,0,0,0,0,0
LA UNION [21201320],Pluviométrica,4.509361111,-74.26880556,2640,Sibaté,Cundinamarca,1724630.059851482,-6122768.518196688,501669.0544829114,IDEAM,"13,1","16,2","41,4","42,6","39,4","39,4","63,3","29,5","42,5","39,4","51,2","35,9","14,4","54,7","65,9","41,1",47,"58,1","34,6","43,3","25,2","52,9","43,9","14,2","7,1","33,3","36,7","48,9","41,1","59,4","35,2","31,5","28,9","58,3","41,2","18,7","39,8","17,5",48,"43,4","39,5","22,7","26,7","27,9","28,1","42,9","28,3","29,1","5,6","15,6","16,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL ROBLE [21201550],Pluviométrica,4.796666667,-74.22638889,2560,Madrid,Cundinamarca,1728435.1008936202,-6118915.555567226,533552.8128671801,IDEAM,"14,8","49,4","56,7","53,6","83,4","87,5","86,8","62,1","78,9","35,8","218,1","43,3","20,1","67,2","139,1","135,3","168,2","133,1",34,"118,7","46,5","169,4","96,7","45,8","18,5","105,2","119,4","221,4","89,2","237,8","87,6",117,"115,3","257,3","131,6","36,8","132,1","64,9","146,9","72,5","82,5",41,"69,7",64,"22,2","191,7","65,4","39,8",5,"25,6","16,5","90,5",122,"115,5","37,2",13,"57,7","85,6","157,3","51,3","30,8","106,3",168,"158,4","147,7"
PASQUILLA [21201580],Climática Ordinaria,4.44647201,-74.154839,2962,"Bogotá, D.C",Bogotá,1737042.3425014785,-6120160.827336216,494711.72016508755,IDEAM,"39,8","51,4",36,"27,2","48,5","117,9",82,"26,9","60,8","21,7","222,6","30,1","17,4","73,1","94,7","95,8","168,3","137,8","106,6","152,8","35,9","95,9","78,8","4,3","24,5","60,8","43,5","139,1","172,2",0,0,"87,4","109,3","123,2","137,2",1,"49,4",0,0,0,0,0,0,0,0,0,0,0,0,"22,1","35,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN ISIDRO [21201610],Pluviométrica,4.850288889,-73.89072222,2698,Guasca,Cundinamarca,1764151.6593923823,-6108334.284908439,539514.9240848242,IDEAM,0,"121,4","100,5","63,5","64,3","80,9","104,2",41,"53,7","75,8","112,9","16,5","18,7","21,5","87,1","68,6","151,3","94,2","73,2","145,6","43,9","108,6","71,9","4,5","34,4",85,"88,8","117,6","94,7","110,1","68,3",66,"59,2","128,5","197,9","73,5","77,3",37,"213,4",81,"58,5","79,1","73,6","46,5","27,7",65,"98,8","57,2",0,"75,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRANJA TABIO [21201630],Pluviográfica,4.933055556,-74.06561111,2600,Tabio,Cundinamarca,1745255.8822778456,-6112841.0189166665,548690.3599742139,IDEAM,"23,3","80,4","80,5","71,5","60,9","79,2","64,4","47,3",0,0,196,"84,6","6,8","56,2","74,8","74,7","133,9","105,1","51,3","100,7","79,5",0,202,"14,4","19,6",103,"72,1","139,2","180,7","126,5","98,7","66,3","163,3","131,8","209,1","19,7",0,"74,6","160,8","73,3","57,9","45,4",0,"46,7",0,0,"103,8",72,"20,7","33,8","30,1",128,0,"123,6","60,9","15,9","6,5",0,0,"81,3","13,3","110,2","124,8","225,9",0
GRANJA VILLAPINZON [21201640],Pluviográfica,5.26375,-73.59086111,2745,Villapinzón,Cundinamarca,1794962.3457051783,-6095169.299083961,585385.6313793919,IDEAM,0,"106,4","118,2","39,1","84,8","124,2","91,5","35,2","47,9","51,9","179,3",42,"3,6","19,1","137,6","106,4","190,1","92,9","52,3","66,8","34,7","125,2","44,7","9,6",4,"75,8","83,1","127,1","115,8","130,5","75,5",55,"79,5","123,8","186,1","17,1","44,7","53,9","177,9","137,8","105,4",90,"77,5",67,33,29,"44,7","17,6",0,"27,1","58,2","120,5","109,2","118,6","72,3","26,1","34,4","68,4","203,5","8,4","11,9","16,9","87,3","126,2","104,2"
SANTA ROSITA [21201650],Pluviométrica,5.115916667,-73.75738889,2750,Suesca,Cundinamarca,1777657.3784914713,-6101795.1169408765,568989.7690779645,IDEAM,"22,5","38,5","69,1","53,2",77,"93,8","83,4","38,7","45,6","47,6","169,8",21,"13,9","18,9","201,3","67,5","260,5","149,5","94,7","142,6","36,2","145,6","47,3","16,5","7,5","29,5","62,9","181,4","132,9","103,3","87,9","75,8","74,3","65,9","184,6","11,8",42,20,"122,8","142,1","111,8","130,3","129,4","55,4","21,1","46,6","76,3","23,7",0,"12,6","31,7","89,2","162,8",0,0,0,0,0,0,0,0,0,0,0,0
ALTO SAN MIGUEL [21201920],Pluviométrica,4.449666667,-74.29972222,2750,Sibaté,Cundinamarca,1721496.1583739794,-6124303.656552885,495049.99345865526,IDEAM,"60,2","101,3","79,7","61,4","66,1","59,5","68,3","64,6","60,3","107,5",172,"60,8","22,4","130,1","259,7","112,4","157,5","106,5","69,1","108,4","47,7","207,5","130,5","45,6","28,6","99,5",156,224,"143,4","139,7","60,6","50,4",89,"197,4","109,4","47,4","116,4","64,7","188,4","75,1","69,4",21,"66,5","29,1",45,82,"78,8","114,8","8,3","111,3","49,5","206,8","110,5","63,7","56,4","42,1","60,6","151,8","173,3","48,9",23,"95,4","96,7","179,3","84,8"
HIDROPARAISO [21202160],Pluviométrica,4.5745,-74.407388889,1685,El Colegio,Cundinamarca,1709405.3803346977,-6125451.793902814,508824.3330893981,IDEAM,"47,5","109,7",124,"84,9","76,8","70,4","98,6","130,5","125,9","131,9","283,5","105,2","51,1","234,3","340,4","176,5","266,4","119,9","43,6","147,5","56,2","306,3","251,8","150,9","55,4","278,8","218,1","250,5","135,3","158,4",107,40,"124,9","356,8","215,9","170,2","253,5",70,"364,7","320,3","177,3",70,"133,1","41,5","37,3","234,3",107,"97,9",15,"74,1","179,7","91,8",136,133,"82,7","85,2","70,3","205,1","295,9","157,7","79,8","142,9","402,2","276,6",169
SEDE IDEAM CALLE 25D KRA [21202280],Pluviométrica,4.684,-74.129,2589,"Bogotá, D.C",Bogotá,1739124.7313888553,-6116993.960281072,521051.07620315603,IDEAM,"11,6","69,9",0,0,0,73,"109,7","85,5","120,1","40,6","161,1","51,4","38,6","78,6","147,8","100,9","176,1","144,5","50,8","186,7","81,2","140,2","167,2","30,6","39,5","142,7","74,4","238,5",173,"206,5","58,1","61,8","79,8","228,9","126,5","39,8","120,1","56,3","119,6",51,"127,7","21,1","61,6","44,1","87,1","121,6",80,"60,7","13,4","32,8","41,5","133,4","121,1","125,7","74,4","11,4","48,1","133,6","201,1","35,2","21,6","103,9","169,9","193,7","138,6"
UNIVERSIDAD NACIONAL [21205012],Climática Principal,4.63723,-74.08892,2556,"Bogotá, D.C",Bogotá,1743510.3177434395,-6116151.261884858,515857.1068690826,IDEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"109,7","163,5","199,7",0,0,"29,3","172,4",0,0,0,0,0,0,"126,3","59,6",0,0,"78,9",0,"82,8","111,5",73,"62,1","11,9",59,"134,7","213,1",0,0,"153,8","169,5",0,0
TIBAITATA [21205420],Agrometeorológica,4.691416667,-74.209,2543,Mosquera,Cundinamarca,1730551.259162964,-6119307.20387562,521870.5053953864,IDEAM,"6,6","40,8","84,8",0,"77,9","89,1",103,"50,9","66,4","11,2","173,6","45,2","11,5","49,8","173,2","96,7","177,1","128,6","51,4","104,9","54,8",187,"101,7","17,5","4,2","62,7","78,8","130,9","75,5","193,7","90,5","54,4","77,5","86,9","59,8","10,1",84,"38,1","127,1","50,4","70,4",13,"62,5","44,7","39,9","107,2","37,8","64,3","3,7","20,9","17,6",129,"123,1",132,44,"10,1","33,9","118,6","146,6","11,4","20,9","47,2","128,1","150,9","116,5"
MERCEDES [21205660],Climática Principal,4.5791,-74.52318,765,Anapoima,Cundinamarca,1696767.127642228,-6127970.683134336,509261.4560233141,IDEAM,"36,7","62,8","89,3","31,6","115,3","39,4","40,7","71,3","31,3",69,"192,1","107,1","80,4","112,9","208,1","128,8",200,"156,3","30,4","171,4","52,8","252,5","122,4",183,"55,6",166,67,"240,2","149,9","124,7","97,2","29,8","139,5","268,8",193,"32,3","100,9","83,8","234,7","158,9","127,2","13,6","29,8","26,5",44,"245,7","110,2","146,2","18,8",56,"113,6","146,5","135,7","50,6","24,7","82,3",58,"122,4","153,7","149,5","16,8","238,9","240,1","209,8","161,9"
LA FLORIDA [21205670],Climática Principal,4.770888889,-74.43763889,1915,Anolaima,Cundinamarca,1705754.6968026697,-6124858.132940214,530638.4477641337,IDEAM,0,"57,6",0,0,0,0,0,0,"67,9","125,8","189,5","44,3",40,"68,5",265,"172,9","148,5","100,3","17,4","158,6","28,4","194,3","167,2","104,1","49,2","230,2","124,8","100,3",99,"97,7","47,3","30,9",0,"240,6","221,1","86,2","226,9","74,9",187,"216,6","49,2",0,"107,2","17,9","29,5","72,2","94,4","31,9","86,6","47,1",50,"161,9","85,8",0,0,0,0,0,0,0,0,0,0,0,0
