Nombre,Tipo,Latitud,Longitud,Elevacion,Municipio,Departamento,X,Y,Z,Entidad,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05
VILLAGOMEZ [23125150],Pluviométrica,5.27175,-74.19677778,1575,Villagómez,Cundinamarca,1730065.734446553,-6112610.558100047,586165.3081690196,IDEAM,"112,4","192,3","256,9","315,8","95,1","172,1","186,1","223,3","265,7","175,3","472,7","337,7","90,3","212,4","469,4",417,"314,4","202,2","95,4","217,4","228,9","350,2","482,2","316,9","169,1","383,8","537,3","353,3","183,3","242,7","224,8","233,5",343,"444,5","370,3","380,6","481,7","285,1","480,6","358,3","206,2","76,5","221,7","167,5",80,"566,2","237,8","292,6",136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LETICIA [24010070],Pluviométrica,5.303194444,-73.70975,2650,Lenguazaque,Cundinamarca,1782170.9995462208,-6098401.664192732,589751.0102687384,IDEAM,"61,4","111,1","58,6","57,5","61,8","83,3","72,1","29,1","48,2","24,2","243,2","33,9","13,1","36,9","142,3","67,7","174,3","105,4","34,6","74,5","23,3","159,9","79,5","8,1","19,7","66,2","52,7","100,3","134,6","135,8","25,6","32,5","97,5","139,6",142,"34,3",57,"26,6","140,9",134,"92,9","42,2","52,4","51,3",41,"24,3","57,4","75,6","18,6","71,4",45,"144,6","78,1","94,7","47,3","18,1","43,7","207,8","229,3","15,7","5,9","79,8","115,7","161,9","119,3"
SIMIJACA [24010150],Pluviográfica,5.511305556,-73.86369444,2590,Simijaca,Cundinamarca,1765155.586220164,-6101012.708948436,612818.5391961576,IDEAM,"3,2","21,3","115,9","78,3",29,"59,3","56,5","51,9","88,1","14,1",197,"30,5","23,7","46,7","108,9","191,3","122,5","133,3",25,"64,7","81,2",234,"159,2","66,3","14,8","53,9",143,"137,9","125,9","147,4","51,4","37,5",87,"179,6",108,16,"94,3","31,8","59,5","87,9","67,4","46,5","57,7",59,"44,3","183,1","80,3","40,3","0,7",23,"65,4","182,1","86,7","115,5","35,4","11,7","35,3","108,1","116,7","28,1",0,0,0,0,0
GUACHETA [24010170],Pluviométrica,5.385888889,-73.69105556,2690,Guachetá,Cundinamarca,1783930.9871814942,-6097034.792161755,598924.0514326548,IDEAM,"84,3","78,4","123,7",71,"49,6","87,6","32,3","24,2","23,2","57,9","269,8","172,7","4,9","51,8","80,6","94,6","127,7","74,7","7,4","42,4","21,7","160,9","122,5","50,5","12,3",109,"121,3","95,7",84,"123,4","34,9","27,6",106,"180,6","142,8",58,101,51,124,"103,1","44,9","36,2","17,7","13,9","32,4","74,7","52,1","39,4","20,4","30,6","60,5","136,9","63,4","111,8","38,2",13,"43,4","181,4","209,8","69,2","20,7","84,8","219,8","187,5","74,2"
SUSA [24011060],Pluviométrica,5.462444444,-73.80155556,2600,Susa,Cundinamarca,1771919.1871582554,-6099603.959285273,607403.0226706272,IDEAM,"5,2","23,2","91,3","71,2","26,8","71,6","33,1","30,8","107,2","43,6","172,1",63,"26,3","58,7","69,7","121,9","165,9","138,8","2,5","100,8","22,2","216,1","145,2","34,5","9,9","86,8","162,7","113,2","168,7","131,8","47,7","43,2","151,9","167,8","176,5","97,2","130,7","71,4","81,6","117,3","44,5","31,8","24,2","34,8","2,8","125,2","72,5","45,9","8,2","13,4","36,8","196,2","115,4","81,4","22,1","17,1","63,6","95,6","113,6","24,2","34,5","64,7","113,7",192,"75,9"
CUCUNUBA1 [24011080],Pluviométrica,5.25,-73.77,3,Cucunubá,Cundinamarca,1775172.7256071374,-6098264.590573465,583609.8736135383,IDEAM,"25,7","89,9","93,4","70,8","42,5","85,1","48,1","15,7","44,9","12,1","190,9","31,5","5,9","60,5","179,6","76,7","109,1","152,6","20,7","32,9","19,9","156,8","74,7","36,5","26,4",134,68,"112,7","89,1","139,3","31,4","40,9","71,1","80,9","100,5","19,2",86,30,"153,8","139,4","115,3","32,2","33,3","32,2","15,7","27,3","39,2","33,9","15,5","31,9","15,7","89,3","77,5",0,0,0,0,0,0,0,0,0,0,0,0
CUCUNUBA [2401500040],Climática Principal,5.21957,-73.78229,2818,Cucunubá,Cundinamarca,1774733.8537388467,-6101633.765359634,580492.6381059184,IDEAM,"32,4","64,9","66,3","64,9","72,2","79,4","60,2","33,4",60,"16,9","204,2","47,8","7,7","46,4","135,1","72,5","142,4","119,4","50,7","49,1","21,5","140,5","55,6","23,5","7,8","91,8","63,5","123,4","85,8","110,6","30,7","101,2","24,6","57,9","78,3","7,7",82,"45,6",138,"141,8","111,9","59,3","68,3","37,7","26,3","20,6","86,2","13,9","2,2","16,2","29,4","63,3","79,4","73,9","53,3","28,1",49,"119,1","210,6","42,2","23,4","95,8","150,2","132,3","88,6"
ISLA DEL SANTUARIO [24015120],Climática Principal,5.467277778,-73.73480556,2580,Fúquene,Cundinamarca,1779004.1323426089,-6097467.199578815,607936.9339781671,IDEAM,"18,7","55,6","134,2","109,3","64,7","77,6","55,1","30,8","89,2","49,4","301,4","127,1","11,7","49,1","132,3","131,5","126,5","176,8","11,8","103,3","68,8","206,1","192,6","57,8","26,6","139,5","132,3","112,2","162,5","146,9","70,5","103,7","91,7","215,8","207,5","67,1","103,7","55,8","111,6","152,2","38,8","47,4","39,3","25,5","11,1","156,2","75,3","25,9","15,6","16,9","67,6","174,5","93,4","122,4",11,"13,5","74,6","174,1",229,99,17,"126,4",189,"149,4","87,4"
CARMEN DE CARUPA [24015380],Climática Principal,5.34819,-73.89817,2960,Carmen De Carupa,Cundinamarca,1762063.1127022195,-6104079.1205172725,594769.2344678153,IDEAM,"8,7",21,"79,1","52,4","47,2","63,6","46,6","18,2","72,7",39,"232,5","38,5","3,1","56,8","92,1","79,7",0,"127,8",24,"42,7","32,9","241,7","82,9","18,6","14,5",64,"135,2","107,3","77,5",0,83,"54,5","99,1","199,9","127,9","37,6",21,"42,1","105,2","98,9","47,7","25,8",44,36,"11,8",131,"81,2","27,7","6,9","33,1","24,3",101,"60,7",0,"22,4",0,"66,5","102,4",146,"30,4",0,0,0,0,0
MONTERREDONDO [35020010],Pluviométrica,4.2483,-73.8187,1457,Guayabetal,Cundinamarca,1772965.5669236386,-6110030.144201784,472593.1021675785,IDEAM,36,33,63,177,461,350,492,405,412,176,111,66,75,62,114,339,286,281,465,635,296,265,124,21,25,61,127,284,610,342,539,451,262,192,143,69,173,6,207,271,318,356,642,375,285,99,149,187,0,72,85,199,678,344,382,206,336,166,102,94,94,98,145,380,578
SUSUMUCO [35020020],Pluviográfica,4.19838,-73.77117,1020,Guayabetal,Cundinamarca,1778026.1599609284,-6108531.838286786,467017.8669519865,IDEAM,"70,1","65,3","113,4","327,2","734,2",618,"914,4","319,3",520,"293,6","198,3","164,9","197,6",104,"163,6",718,697,676,701,898,464,402,222,83,74,167,187,478,1019,"625,9","847,1","654,2","437,1","305,5","218,1","52,8","397,8","44,6",259,"409,1",642,585,856,515,"564,7",339,331,245,11,"218,4","216,1","317,8","1061,3","664,2","580,3","407,2",430,315,270,197,163,226,269,615,634
CHOACHI [35020280],Pluviométrica,4.522916667,-73.92658333,1950,Choachí,Cundinamarca,1760946.4363962736,-6111583.129888193,503119.5770129887,IDEAM,"3,7","18,4","66,7","79,6","119,1","140,6","187,1","58,8","85,1","34,4","88,4","39,4",20,"47,9","87,7","140,3","193,9","143,8","115,1","155,5","98,2",137,"47,2","4,9","29,3","50,9","44,9","148,1","186,9","164,4","172,9","81,1",83,"105,6","56,3","35,2",56,"17,6","138,4","117,1","109,2","119,4","140,9","100,9","65,6",57,"79,1","51,7","0,9",15,"19,9",78,"230,9","179,4","122,4","50,9","48,1","51,3","138,3","20,5","9,9",48,"91,3","155,8","153,8"
FOMEQUE [35020290],Pluviométrica,4.486527778,-73.89041667,1900,Fómeque,Cundinamarca,1764878.3590984617,-6110728.220106722,499076.1538646032,IDEAM,"13,1","21,4","54,1","82,1","148,4","156,3","256,8","75,1","86,1",68,68,"60,4","43,7","39,7","99,7","158,5","272,2","196,4","157,2","211,1","130,4","143,7","50,7","1,2","10,4","75,3","31,4","178,4","196,8","217,9","212,3","135,6","94,1","144,4","151,8","49,7","93,4","20,4","179,8","131,1",171,"175,7","236,6","137,8","58,1","48,6","116,3","80,2","0,9","28,1","27,9",151,"284,5","208,4","150,8","63,2","50,5","92,6","147,3","63,3","58,7",72,117,"202,8","264,1"
GUTIERREZ [35020300],Climática Principal,4.253916667,-74.00269444,2300,Gutiérrez,Cundinamarca,1753554.1734322929,-6116455.728285046,473279.29955830314,IDEAM,"110,4","89,1","19,6","95,6","234,2","370,8","384,4","216,1","169,4","94,3","155,2",40,"70,8","83,6","142,3",222,"246,9","212,1","277,5","279,9","60,1","111,3","69,7",15,"16,6",76,"87,1","151,6","300,3","181,9","245,4","137,1",117,"103,1","86,9","27,2","36,2","14,8","156,2","146,8",145,"131,3","262,4",143,"129,2","48,2","104,9","98,6","2,1",4,"61,5","107,8","283,2","118,7",133,"88,2","152,7","105,2","125,2","59,8","57,4","96,7","98,9","197,6","162,1"
NAZARETH [35020310],Pluviográfica,4.17225,-74.146,2800,"Bogotá, D.C",Bogotá,1738569.262459569,-6121944.917848706,464245.8873075189,IDEAM,"40,5",45,34,"167,8","61,2","221,8",158,"98,5","108,4","45,4","126,6",26,38,"62,8","102,1","143,5","193,2","212,1","175,4","159,2","98,5","118,9","18,5","11,6","15,7","71,9","67,3","115,9","236,3","133,5","228,1","66,7","73,6",70,"161,9","19,3","64,2","2,3","185,8","106,5","144,9","75,3","159,7","114,8","149,4","81,3","107,7","35,9",7,"52,2","39,2","114,7","188,1","162,6","142,2","97,7","100,2","104,5","96,8",30,"54,7",0,0,0,0
LA PRIMAVERA [35020340],Pluviométrica,4.133333333,-74.05,2300,Gutiérrez,Cundinamarca,1748773.4405330662,-6118845.600636369,459887.1442873833,IDEAM,"42,7","6,7","32,6","18,9","102,2","144,6","144,6","32,6","32,5","19,5","96,5","21,5","47,2","38,4","123,5","126,9","108,3","130,2","95,8","99,4","121,7","52,3","60,8","4,1",0,"80,2","188,5",88,"162,5","35,9","278,7","157,5","157,4","65,8","20,8","35,4","31,9",0,0,0,0,0,"185,1","134,9","136,7","79,8",122,"71,8",0,"88,9","52,6",132,"345,4",219,189,0,0,0,0,0,0,0,0,0,0
BETANIA [35020350],Pluviométrica,4.218888889,-74.14686111,3150,"Bogotá, D.C",Bogotá,1738468.7985383237,-6121941.269879388,469451.8104226022,IDEAM,"23,3","31,8","36,6","53,6","215,1","189,6",236,"83,2",160,"90,4","230,7","34,1",40,79,"121,2","156,8","165,9","132,4","134,8","184,8","78,1","124,1","57,4","26,9","15,5","75,3","79,5","162,7","243,2","170,6","190,4","128,5","64,7","120,7","136,9","36,5","107,1","5,3","134,5","85,5","70,8","69,4","104,8","81,5","97,2",55,"48,9","37,4","1,1","35,3","44,4",114,"162,6","91,6","87,5","96,2","52,5","86,8","123,7","33,7",0,0,0,0,0
LLANO LARGO [35025050],Climática Ordinaria,4.482833333,-74.03027778,2980,Ubaque,Cundinamarca,1750261.6837539838,-6116084.212358845,498750.4405822896,IDEAM,"21,5",53,"79,8","75,1","161,4","187,2","239,6","96,1","101,3","77,9",274,"79,2","32,3","44,5","130,6","84,1","224,5","162,3",0,"199,1","71,8",75,"24,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"71,2","343,2",0,0,0,0,0,0,0,0,0,0,0,0
LA BOLSA [35025060],Climática Principal,4.575416667,-73.98141667,3195,Choachí,Cundinamarca,1755311.2198354665,-6114012.768032367,509046.5322653218,IDEAM,18,69,"83,5",58,"140,5","173,5",192,104,108,79,306,"40,9",80,"83,2","136,9",135,"167,4","158,7",155,190,89,180,130,22,18,121,"81,5",224,140,"179,9","136,1",82,"95,5","273,5","201,5",55,168,18,193,142,114,"124,5","183,5",133,71,55,"90,2","155,2",0,"61,9","36,6","136,7",169,"182,4","153,4","42,3",74,"120,4","213,7",40,"18,4","46,8","96,7","154,6","151,5"
LOS TAQUES [35025070],Pluviométrica,4.196666667,-74.19094444,3150,"Bogotá, D.C",Bogotá,1733807.540737843,-6123451.764006075,466983.49463295605,IDEAM,"31,4","71,8","22,3","22,3","159,6","393,3","153,3","33,5",68,"61,6","175,8","6,3","9,8","58,9","91,8","119,7",81,"103,9","122,9","108,2","30,6","27,2",3,0,0,"55,3","81,2","74,2","83,1","179,8","80,9","25,7",0,0,0,0,0,0,0,0,0,0,"170,5",0,0,0,69,74,1,41,17,"138,8",266,210,0,0,0,0,0,0,0,0,0,0,0
LAS CASAS [35030080],Pluviográfica,4.441166667,-73.93638889,2100,Cáqueza,Cundinamarca,1760138.7015596083,-6112711.72234971,494055.88503392035,IDEAM,"11,7","22,9","61,7","60,5","129,1","181,2","178,3","57,7","85,6","29,4","61,8","27,3","27,8","35,2",92,"136,7","164,3",174,"116,4","163,8","79,8","101,6","40,2","2,7","17,9","40,1","34,2","132,2","178,6","145,3","188,9","102,5","87,9","76,6","74,5","33,5",61,"16,2","146,6","88,7","93,5","90,2","164,2","113,7","67,3","49,9","98,2","57,4","1,5",6,"19,4","81,7","264,2",140,"128,6","55,6","75,9","77,7","127,1","43,9","31,7",0,0,0,0
EL RETIRO [35040010],Pluviométrica,4.327628,-73.534483,734,Medina,Cundinamarca,1802861.0411882035,-6099835.46180959,481346.5859810349,IDEAM,35,0,147,73,264,530,389,232,202,"420,8",450,186,93,37,201,688,808,720,485,532,356,270,260,29,0,229,0,0,0,0,0,568,377,357,472,223,422,25,360,412,494,468,822,468,345,570,499,492,0,0,0,0,1137,613,583,265,235,391,390,476,229,0,0,0,0
MEDINA [35050010],Pluviométrica,4.506474,-73.347062,531,Medina,Cundinamarca,1822307.1634160376,-6092242.421970651,501182.81671420217,IDEAM,29,0,222,459,460,539,508,241,200,385,617,213,117,49,216,613,703,581,566,561,267,342,382,0,9,75,156,576,829,668,715,354,356,516,357,72,256,62,178,382,482,405,420,550,350,378,282,493,14,337,196,455,591,511,485,279,176,325,564,237,111,140,273,503,569
SAN JUANITO [35050020],Pluviométrica,4.420427,-73.395973,439,Medina,Cundinamarca,1817292.6301428669,-6094422.3484842675,491625.27822744305,IDEAM,47,6,169,344,561,653,583,157,191,285,371,229,80,44,189,652,465,453,446,403,231,287,268,0,59,84,"149,6",448,682,683,608,410,348,559,441,56,256,34,160,525,456,447,517,554,377,396,237,443,9,177,167,421,748,291,344,346,161,360,462,201,107,129,150,508,0
SUEVA [35060020],Pluviométrica,4.81,-73.70716667,1965,Junín,Cundinamarca,1783612.604382862,-6102312.769673681,534982.5611596891,IDEAM,0,0,0,"122,6","172,9","208,4","277,2","65,6","46,4","134,7","217,1","0,3","32,9","60,2","316,9","246,5","371,7","411,4","272,4","399,8","239,5",220,"38,7","94,6","5,5","169,5","264,2","214,7","389,7","448,7","477,7","61,1","110,7","210,4","340,4","140,3","70,6","39,5","312,3","247,3","352,6","199,5","344,8","295,5","101,4","120,9","98,2",165,"12,3","83,3","95,5","235,1","357,2","338,9","228,3","106,2",0,0,0,"37,3","46,1","110,8","177,8",426,0
JUNIN [35060050],Pluviométrica,4.792222222,-73.66872222,2323,Junín,Cundinamarca,1787853.6504697667,-6101615.981643825,533039.7934152423,IDEAM,"18,8","12,3","36,6","58,6","79,7",52,"60,1",18,"25,8","24,4","38,2","36,2","21,1",40,"95,3","88,7","39,9","53,2","82,6","80,3","61,8","122,7","88,9","6,4","30,7",35,"34,4",88,"99,1","93,9","77,1","65,3","69,7","91,9","91,9","18,8",15,19,"142,4","93,9","53,7","96,2","92,4","93,2","62,4","18,3","67,8","72,2","9,5","39,3","32,4","46,8","141,9","99,6","86,2","84,7","35,7","143,1",136,"19,6","26,2",0,0,0,0
GACHALA [35060090],Pluviométrica,4.690527778,-73.52291667,1733,Gachalá,Cundinamarca,1803473.8764976452,-6097380.284028673,521705.610173792,IDEAM,46,26,"124,4","213,2","323,4","354,9","349,6","160,2","190,7","179,3","127,3",75,"113,4","57,7",236,"375,2","363,9","289,5","301,4","320,8","232,8","233,5","114,3",0,49,"24,3","235,1","173,6","466,8","269,3",314,"277,7","137,1","154,5","48,9","17,7","169,8","48,9","277,5","260,1","268,1","244,9","328,1","133,4","160,1","61,8","133,8","53,4","39,7","52,9",0,"172,2","478,5","367,6","284,3",0,0,0,0,0,0,0,0,0,0
ESCUELA TENA [35060100],Pluviográfica,4.712694444,-73.52069444,1650,Gachalá,Cundinamarca,1803629.5082961544,-6097037.006423693,524158.736814649,IDEAM,"36,6",0,0,0,0,0,0,0,"195,3","167,7","93,7","60,2","98,9","58,8","185,5","249,7","380,7","307,3","252,3","288,6","215,8","240,8","114,1","9,4","7,8","84,7","171,4","193,7","411,3","194,7",347,"242,6","128,3","119,8",104,"34,1","175,7","49,7","252,5","242,2","146,3","267,3","235,5","224,9","151,9","91,4",122,"123,3","1,5","95,6","146,8","178,8","426,5","292,8","251,1","172,5",119,"154,8","103,6","90,9",0,0,0,0,0
